" ""EMILY STAPLES VAN ANTWERP HEARIN""",
" ""HOWARD LAMAR HOLLEY""",
" ""ALTO LOFTIN JACKSON""",
" ""CARL FREEMAN LUCKEY""",
" ""JAMES LEWIS MERRIWETHER""",
" ""EDWARD N. SIMMONS""",
" ""MARY ANTHONY STRONG""",
" ""BUCKNER BEASLEY TRAWICK""",
" ""ROSA LYON TRAYLOR""",
" ""OLIVER CORNELIUS WEAVER""",
" ""GWENDOLYN ROBERSON WOODRUFF""",
" ""MARGARET ABIGAIL WALKER ALEXANDER""",https://en.wikipedia.org/wiki/Margaret_Walker
" ""ALTHA THOMPSON DeLOACH""",
" ""LARSTON DAWN FARRAR""",
" ""PHILIP MATTHEW FITZPATRICK""",
" ""ROBERT FAUCETT GIBBONS""",
" ""WILLIAM THORNBURY GOING""",
" ""GROVER CLEVELAND HALL JR.""",
" ""ELIZABETH CRAIG HILL""",
" ""GOLDA WATSON JOHNSON""",
" ""WILLIAM LIONEL McCRACKEN""",
" ""ROBERT BLAKELY McNEILL""",
" ""JOHN CRAIG STEWART""",
" ""FRED SHELTON WATSON""",
" ""YORK YOUNG WILLBERN""",
" ""CARL FREDERICK BENSON""",
" ""CHARLES A. BOSWELL""",
" ""MARY VIRGINIA POUNDS BROWN""",
" ""FRANCES CAROLYN LEE BURKART""",
" ""CORA CHENEY""",
" ""VIRGINIA JAMES COOK""",
" ""MILES AXE COPELAND JR.""",https://en.wikipedia.org/wiki/Miles_Copeland_Jr.
" ""JULIA COLEY DUNCAN""",
" ""RALPH CHARLES HAMMOND""",
" ""EUGENE HARPER JOHNSON""",
" ""MARY MARTIN JONES""",
" ""JANIE LOTT""",
" ""THOMAS DENNIS McDONALD""",
" ""JOHN KENNETH MORLAND""",
" ""THURSTON POWELL""",
" ""FRANCES CABANISS ROBERTS""",
" ""FRANKLYN HALEY SWEET""",
" ""KENNETH ARMISTEAD UNGERMANN""",
" ""ROBERT HENRY WALKER JR.""",
" ""HERBERT BUELL WEST""",
" ""NANIA CHAMPNEY ALBA""",
" ""HARRISON CLARKE ALLISON""",
" ""ALLEN JOHNSTON GOING""",
" ""MARGUERITE SPRADLING JOHNSTON""",
" ""JOHN WEBSTER KIRKLIN""",https://en.wikipedia.org/wiki/John_W._Kirklin
" ""EDGAR LEON McGRAW""",
" ""ELVA BELL McLIN""",
" ""LEOVIS COATS WHITT""",
" ""RICHARD DUNCAN BAXTER""",
" ""JAMES MONROE CANNON III""",
" ""MARIE DOWNS CHITWOOD""",
" ""ISRAEL JOSHUA GERBER""",
" ""MARTIN GRIMES""",
" ""PRESTON JOHN HUBBARD""",
" ""CLINTON PATRICK KING""",
" ""HENRY CARLTON LINDSEY""",
" ""GERALDINE HAMILTON MOORE""",
" ""MABEL MURPHY SMYTHE-HAITHE""",
" ""JESSE HARRISON WHEELER JR.""",
" ""HERBERT LEE WILLIAMS""",
" ""CHARLES HOWARD WRIGHT""",
" ""CLETTUS ATKINSON""",
" ""JAMES LEONARD BATES""",
" ""JAMES BOGGS""",https://en.wikipedia.org/wiki/James_Boggs_(activist)
" ""BERNARD RICH BREYER""",
" ""AUSTIN CHARLES DOBBINS""",
" ""VIRGINIA BRADFORD GREER""",
" ""BENNETT DAVIS MARSHALL""",
" ""DAVID PIERCE MASON""",
" ""DAISY MADARIS STYLES""",
" ""GEORGE CORLEY WALLACE""",https://en.wikipedia.org/wiki/George_Wallace
" ""JOE BARNES""",
" ""WILLIAM CLAIBORNE BERNEY""",
" ""ROBERT OWEN BOWEN""",
" ""JAMES WILLIAM CAMBRON""",
" ""LOUISE HAYES EARLY""",
" ""DONALD EDWARD EVERETT""",
" ""RICHARD NELSON FRYE""",https://en.wikipedia.org/wiki/Richard_N._Frye
" ""THOMAS GRADY GALLANT""",
" ""ANDREW GLAZE III""",https://en.wikipedia.org/wiki/Andrew_Glaze
" ""BETTINA BLANCHE PEARSON HIGDON""",
" ""SAMUEL REXFORD KENNAMER""",
" ""HILARY H. MILTON""",
" ""CARL P. MORTON""",
" ""CAUSTON HENRY ROBINSON""",
" ""MURPHY DEWITT SMITH JR.""",
" ""WILLIAM BRADLEY TWITTY""",
" ""JEANNE APPLETON VOLTZ""",
" ""EDWIN T. WITT""",
" ""MABRA GLENN ABERNATHY""",
" ""WALTER ROBERTS ADKINS JR. """,
" ""DAVID STRODE AKENS""",
" ""MARY EDNA ANDERS""",
" ""RAY M. ATCHISON""",
" ""PAUL CLINTON BAILEY""",
" ""JAMES CLARENCE BALLARD""",
" ""WILLIAM STEWART BELL""",
" ""MARGARET AUBREY TOULMIN CARNEY""",
" ""ADRIAN GEORGE DANIEL""",
" ""HERNDON GLENN DOWLING""",
" ""ROLAND MUSHAT FRYE""",
" ""VIRGINIA VAN DER VEER HAMILTON""",
" ""JOHN EDWIN JOHNS""",
" ""JOHN BOWMAN JOHNSON""",
" ""JOHN MAXWELL JONES JR.""",
" ""LAWRENCE KAHN""",
" ""ALICE REBECCA LOVVORN""",
" ""WILLIAM JOHNSTON LYMAN JR.""",
" ""JOSEPH VINCENT RIDGELY""",
" ""ROBERTA RYAN""",
" ""TAZEWELL TAYLOR SHEPARD JR.""",
" ""EUGENE WORTSMAN""",
" ""JOHN WILLIAM YOLTON""",
" ""HUGO LAFAYETTE BLACK JR.""",
" ""RAY BROADUS BROWNE""",https://en.wikipedia.org/wiki/Ray_B._Browne
" ""WILLIAM EDWARD CARMICHAEL""",
" ""FRANCES TUNNELL CARTER""",
" ""THOMAS WALTER DANIEL JR.""",
" ""EMMA LILA FUNDABURK""",
" ""MARY (POLLY) SAMFORD JERNIGAN""",
" ""JAMES RALPH SCOTT JOHNSON""",
" ""RUTH SCHMIDT SPENCE""",
" ""JOSEPH EDMUND WELCH""",
" ""DAVID HART WHITE""",
" ""MILDRED SULSER WRIGHT""",
" ""HENRY CHARLES BARRETT""",
" ""ALBERT D. BIDERMAN""",
" ""MARY KIMBRO BUTLER""",
" ""IVIE EDWARD CADENHEAD JR. """,
" ""SILAS DOUGLASS CATER""",
" ""THOMAS INCHES DICKSON JR.""",
" ""JEANNE GARRARD""",
" ""NETTYE GEORGE KENT GODDARD""",
" ""ARCHIE LOUIS LACEY""",
" ""VIRGINIA LAW""",
" ""GROVER STEPHEN McLEOD""",
" ""ISAAC ROBBINS III""",
" ""ROBERT LAWRENCE SAUNDERS""",
" ""RUFUS BUIN SPAIN""",
" ""GRACE EZELL WEEKS""",
" ""BENJAMIN BURFORD WILLIAMS""",
" ""LEON D. WILLMAN""",
" ""MARY JO ALEXANDER""",
" ""MARY GORDON PERKINS BACON""",
" ""WILLIAM HOMER BONNER""",
" ""DALE LEWIS CRAMER""",
" ""JEREMIAH ANDREW DENTON JR.""",https://en.wikipedia.org/wiki/Jeremiah_Denton
" ""ALLEN McCAIN GARRETT""",
" ""CHARLES ERIC LINCOLN""",https://en.wikipedia.org/wiki/C._Eric_Lincoln
" ""MAYME RUTH McCONNELL LUCIER""",
" ""HUGH STANFORD PEAK""",
" ""JOHN RONNER""",
" ""ROBERT VAN DYKE SMALL""",
" ""JAMES JOSEPH THOMPSON""",
" ""ANN WOOD WALDRON""",https://en.wikipedia.org/wiki/Ann_Waldron
" ""FAYE ACTON AXFORD""",
" ""ASA EARL CARTER""",https://en.wikipedia.org/wiki/Asa_Earl_Carter
" ""JAMES GRAHAM COOK""",
" ""LUTHER COX""",
" ""ARTHUR TAYLOR DICKINSON JR.""",
" ""DENNIS STEWART FLOYD""",
" ""MARY DOUGLAS FUNDABURK FOREMAN""",
" ""JOHNNIE GENEVA RODEN DOLE GAMBEL""",
" ""J. HERBERT GILMORE JR.""",
" ""ANN HELLEBUSCH HEBSON""",
" ""MADISON PERCY JONES JR.""",
" ""JESSE J. LEWIS""",
" ""ENRIQUE RUIZ-FORNELLS""",
" ""HARRIS SAUNDERS JR.""",
" ""HAROLD CLYDE STEELE""",
" ""RICHARD JAMES STEIN""",
" ""RALPH DAVID ABERNATHY""",https://en.wikipedia.org/wiki/Ralph_Abernathy
" ""MARILYN DAVIS HAHN BAREFIELD""",
" ""ROBERT EUGENE BELL""",
" ""ANDREW BILLINGSLEY""",
" ""FREDERICK JOHN BOEHLKE JR.""",
" ""BERT EDWARD BRADLEY""",
" ""SARA NEWTON CARROLL""",
" ""GWEN ANDERS EDWARDS""",
" ""ARTHUR ERNEST FITZGERALD""",
" ""ELIZABETH SIMMONS HOWARD""",
" ""RILEY NICHOLAS KELLY""",
" ""NELLE HARPER LEE""",https://en.wikipedia.org/wiki/Harper_Lee
" ""THOMAS ALFRED McFARLAND JR.""",
" ""DANIEL JOHN MEADOR""",
" ""EDWIN ARTHUR MILES""",
" ""ANDREW REID SMITH II""",
" ""ARTHUR LONZO WALKER JR.""",
" ""BOBBY RAY BEARDEN""",
" ""OLLEN LAWRENCE BURNETTE JR.""",
" ""CECIL DAWKINS""",https://en.wikipedia.org/wiki/Cecil_Dawkins
" ""BENJAMIN DILLARD DUNCAN""",
" ""MOSES L. GLENN""",
" ""MIRIAM HIGGINBOTHAM""",
" ""DAVID EDSEL JOHNSON""",
" ""JAMES WILLIAM JOHNSON""",
" ""WILLIAM McKENDREY JONES""",
" ""JO MYRLE COLBURN KENNEDY""",
" ""CORETTA SCOTT KING""",https://en.wikipedia.org/wiki/Coretta_Scott_King
" ""INA FINCHER LOWRY""",
" ""DOROTHY CARTER McDONALD""",
" ""WILLIAM LINDSEY McDONALD""",
" ""JACK SOLOMON""",
" ""SANDOL STODDARD""",
" ""THOMAS COLEMAN TURNER""",
" ""JAMES W. AYERS""",
" ""MILTON PERRY BROWN JR. """,
" ""WILLIAM PETTUS BUCK""",
" ""MERLE TILLEY CARROLL""",
" ""VERRELL DONALD ELAM""",
" ""VICTOR B. HAAGEN""",
" ""FRANK LAWRENCE OWSLEY JR.""",
" ""OTIS DAVIS SIMMONS""",
" ""LOUIS SNELLGROVE""",
" ""HUGH COLEMAN BAILEY""",
" ""MARY ANN CRENSHAW""",
" ""RICHARD PERRINO EMMET""",
" ""ASA NORMAN GREEN""",
" ""JOANN HARRISON""",
" ""JOHNNY RAY JOHNSON""",
" ""JEAN THOMPSON LAKE""",
" ""BOBBY L. LINDSEY""",
" ""EARLENE WOODS LUIS""",
" ""REX MILLER""",
" ""BETTY JUNE PARKER""",
" ""LEWIS G. ROBINSON""",
" ""WILLIAM JAMES RUSHTON III""",
" ""JAN BARNETT SHIPPS""",
" ""C. RAY SMITH""",
" ""BRANDON BUSTER SPARKMAN""",
" ""CLAUDIA PATRICK WALLACE STROTHER""",
" ""ROBERT DAVID WARD""",
" ""EDWARD OSBORNE WILSON""",https://en.wikipedia.org/wiki/E._O._Wilson
" ""ESTELLE ANSLEY WORRELL""",
" ""THOMAS LANE BUTTS""",
" ""ANN FLEMING DEAGON""",
" ""WILLIAM EDWIN FANN""",
" ""GEORGE THEODORE FELKENES""",
" ""DOT (DOROTHY JANE) PADGETT GRAF""",
" ""GUYTON BOWERS HAMMOND""",
" ""DAVID EDWIN HARRELL JR.""",
" ""ALLEN WOODROW JONES""",
" ""MARJORIE LEES LINN""",
" ""TAYLOR DOWE LITTLETON""",
" ""ALVA HUGH MADDOX""",
" ""PHILIP JAMES McFARLAND""",
" ""ROBERT LEE PERKINS""",
" ""FRED COLSON ROBINSON""",
" ""WILLIAM CARTER WALL JR.""",
" ""ELBERT L. WATSON""",
" ""GEORGE KENDRICK WILLIAMS""",
" ""EUGENE LACOSTE WILLIAMSON JR.""",
" ""MARION BAILEY BRUNSON""",
" ""JANIE BROWN BUCK""",
" ""BILLY JAMES CHITWOOD""",
" ""PAUL ABERNATHY CROW JR.""",
" ""JOHN HUGH FOSHEE""",
" ""CURTIS TALMON HENSON JR.""",
" ""WALTER DAVID LEWIS""",
" ""THEODORE JAY LOWI""",https://en.wikipedia.org/wiki/Theodore_J._Lowi
" ""SILAS EMMETT LUCAS""",
" ""RICHARD LAMAR ROWAN""",
" ""CLAUDE VINCENT SAIA""",
" ""HARPER SHANNON""",
" ""ROBERT SELLERS SMITH""",
" ""WARREN TREST""",
" ""CHARLES SULLIVAN WATSON""",
" ""WALTER MATTHEW ALBRITTON JR.""",
" ""DANIEL ERSKINE CARMICHAEL""",
" ""CHARLES WESLEY COPELAND JR.""",
" ""MILLY COWLES""",
" ""VINCENT JOSEPH DOOLEY""",https://en.wikipedia.org/wiki/Vince_Dooley
" ""RICHARD GLEN EAVES""",
" ""EUGENE KEENAN GARBER""",
" ""E. BRUCE HARRISON""",
" ""HARLON HILL""",https://en.wikipedia.org/wiki/Harlon_Hill
" ""JACQUELYNE MARY JOHNSON JACKSON""",
" ""ABIGAIL ROBERTS JONES""",
" ""FLOYD FURMAN KEARLEY""",
" ""ALFRED DELANO LIVINGSTON""",
" ""WAYNE A. MEEKS""",https://en.wikipedia.org/wiki/Wayne_A._Meeks
" ""RICHARD OLNEY RUSSELL JR.""",
" ""SARAH NEWMAN SHOUSE""",
" ""THEODORE ZIOLKOWSKI""",https://en.wikipedia.org/wiki/Theodore_Ziolkowski
" ""WAYNE CHANDLER CARGILE""",
" ""ROBERT THOMAS CARGO""",
" ""MICHAEL DINOFF""",
" ""WILLIAM STUART HARRIS""",
" ""JOSEPH ABRAM JACKSON""",
" ""JOHN DANNELLY LOGUE SR.""",
" ""COOPER RICHERSON MACKIN""",
" ""HENRY SEYMOUR MARKS""",
" ""HERBERT WOODWARD MARTIN""",
" ""STEPHEN PARKS STRICKLAND""",
" ""ELDON WEISHEIT""",
" ""HENRY AARON""",https://en.wikipedia.org/wiki/Hank_Aaron
" ""HAROLD LEROY FRANKLIN""",
" ""WADE HENRY HALL""",
" ""LEON TRICE HINDS""",
" ""GAIL RENFROE LAMAR""",
" ""JAMES W. McCAIN""",
" ""MARTHA LEATHERWOOD MOFFETT""",
" ""VIRGINIA VOSS POPE""",
" ""BRYAN BARTLETT STARR""",https://en.wikipedia.org/wiki/Bart_Starr
" ""LEE R. SUMMERLIN""",
" ""ROBINSON J. WARD JR.""",
" ""WYLEY DONALD WARD""",
" ""HAROLD LEROW WEATHERBY JR.""",
" ""SARAH VAN VOORHIS WOOLFOLK WIGGINS""",
" ""MAMIE LOUIS THOMPSON WILSON""",
" ""LEAH MARIE RAWLS ATKINS""",
" ""BETTY SUE DEMPSEY BAGGOTT""",
" ""MILTON LEE BOYKIN""",
" ""FINLEY TRAWEEK EVERSOLE""",
" ""CALVIN McLEOD LOGUE""",
" ""MARSHA KASS MARKS""",
" ""FORREST DAVID MATHEWS""",https://en.wikipedia.org/wiki/F._David_Mathews
" ""JACQUELINE ANDERSON MATTE""",
" ""ROBERT LYNN PENNY""",
" ""ARCHIE PHILLIPS""",
" ""ANNE NALL STALLWORTH""",
" ""FRANK STEELE""",
" ""EDWARD YOUNG McMORRIES”",
" ""CLYDE BOLTON""",
" ""WILLIAM A. CHRISTENBERRY JR.""",https://en.wikipedia.org/wiki/William_Christenberry
" ""MARVA DELOISE NETTLES COLLINS""",https://en.wikipedia.org/wiki/Marva_Collins
" ""ANN CADDELL CRAWFORD""",
" ""HELEN VICTORIA DELPAR""",
" ""FERRELL JENKINS""",
" ""MARGARET JEAN JONES""",
" ""JUDITH HILLMAN PATERSON""",
" ""FRANK SIKORA""",
" ""RICHARD ALAN WASSERSTROM""",
" ""ROBERT HILL COUCH""",
" ""DOUGLAS FELIX LAMONT""",
" ""JONATHAN ASMEL LINDSEY""",
" ""GERALD RAY MATHIS""",
" ""CAROLYNNE BLACKWELL SCOTT""",
" ""MERRILL MAGUIRE SKAGGS""",
" ""OLIVIA SOLOMON""",
" ""PETER GEORGE VAN EGMOND""",
" ""CHARLES JERRY VINES""",
" ""HUGH ELLIOT WRIGHT JR.""",
" ""JOHN CHARLES BUSH""",
" ""CARL MARTIN HAMES""",
" ""MARY LOU CHAPMAN MATHEWS""",
" ""WILLIAM BOBBY McCLAIN""",
" ""THOMAS OLIVER OTT""",
" ""BILLY LEE WILLIAMS""",
" ""THOMAS RADCLIFFE ATKINS""",
" ""ROBERT MARION FULMER""",
" ""EZRA EARL JONES""",
" ""DONALD KAY""",
" ""DONALD WAYNE LINZEY""",
" ""ROY PICKENS""",
" ""G. C. SKIPPER""",
" ""WILLIAM HISTASPAS STEWART""",
" ""CORNELIA ELLIS SNIVELY WALLACE""",https://en.wikipedia.org/wiki/Cornelia_Wallace
" ""DOROTHY BAUGHMAN""",
" ""THEODORE MATTHEW BENDITT""",
" ""DELTON DENNIS BLALOCK""",
" ""PEYTON HAMILTON CARMICHAEL""",
" ""DONALD BRADFORD DODD""",
" ""JAMES WAYNE FLYNT""",https://en.wikipedia.org/wiki/Wayne_Flynt
" ""ROBERT HOUSTON""",
" ""GEORGE W. KNIGHT""",
" ""PANTHEA REID""",
" ""ROBERT GLENN SHERER JR.""",
" ""EDITH EUGENIA ALSTON""",
" ""WAY BANDY""",https://en.wikipedia.org/wiki/Way_Bandy
" ""GREGORY ALBERT BENFORD""",https://en.wikipedia.org/wiki/Gregory_Benford
" ""LOUIS EUGENE BOONE""",
" ""LINDA CLINE""",
" ""WALLACE BOYNTON HENLEY""",
" ""BERT (WILLIAM BERTRAM) HITCHCOCK""",
" ""TIMOTHY HOFF""",
" ""RICHARD EUGENE JACKSON""",
" ""WILLIAM CARVER LENNARD""",
" ""MELTON ALONZA McLAURIN""",
" ""RONNIE THOMAS""",
" ""GLENN LAWRENCE WELLS JR.""",
" ""DAVID DeLEAL WININGER""",
" ""CATHERINE BRYANT ALLEN""",
" ""WILLIAM DEAN BARNARD""",
" ""SLOAN YOUNG II BASHINSKY""",
" ""LARRY D. BENEFIELD""",
" ""BLAINE ALLISON BROWNELL""",
" ""RANDEL HELMS""",
" ""DANIEL WEBSTER HOLLIS III""",
" ""CLEON JOSEPH JONES""",https://en.wikipedia.org/wiki/Cleon_Jones
" ""MARIANNE MERRILL MOATES""",
" ""MORRIS M. PENNY""",
" ""FREDA ODALENE LITTLE PONDER""",
" ""MARILETA SAWYER ROBINSON""",
" ""ANITA SMITH""",
" ""LARRY J. SMITH""",
" ""JOHN STOUDENMIRE""",
" ""THOMAS ELIAS WEATHERLY""",
" ""DAVID C. WEAVER""",
" ""DAVID KIMBALL WILES""",
" ""JON LINN BREEN""",
" ""CHARLES LATHAM GAINES JR.""",
" ""ROBERT S. GAMBLE""",
" ""STEPHEN GOODWIN""",
" ""LINDA CROCKETT GRAY""",
" ""HARVEY HARDAWAY JACKSON III""",https://en.wikipedia.org/wiki/Harvey_Jackson_III
" ""THOMAS M. KNIGHT""",
" ""DAVID H. KNOX JR.""",
" ""SANDERS ANNE LAUBENTHAL""",
" ""PERRY CARLTON LENTZ""",
" ""TENNANT S. McWILLIAMS""",
" ""MAURICE F. METTEE""",
" ""GARY VINCENT SMITH""",
" ""JONATHAN MILLS THORNTON III""",
" ""THOMAS HENRY WILSON""",
" ""PHILIP BEIDLER""",
" ""MICHAEL ANDERSON BRADLEY""",
" ""ANNE CHENEY""",
" ""BUELL E. COBB JR.""",
" ""QUENTIN CROMMELIN JR.""",
" ""ANGELA YVONNE DAVIS""",https://en.wikipedia.org/wiki/Angela_Davis
" ""DANIEL SAVAGE GRAY""",
" ""MARY ELIZABETH JOHNSON""",
" ""EMILY MARTIN""",
" ""DOUGLAS PORCH""",
" ""STEPHEN CHARLES SLOAN""",
" ""JOSEPH CECIL WINGARD""",
" ""WILLARD ANDREW COLLINS""",
" ""BEN COOK""",
" ""LINDA OTT McMURRY""",
" ""ROBERT OLIVER MELLOWN""",
" ""ANNE KENT RUSH""",
" ""KENNETH MICHAEL STABLER""",https://en.wikipedia.org/wiki/Ken_Stabler
" ""PAULETTE VIRGINIA WELCH""",
" ""DAVID L. HARTLINE""",
" ""COLEMAN AUBREY LOLLAR JR.""",
" ""LEE ERSKINE WILLIAMS II""",
" ""JAMES PAT CATHER""",
" ""THERON MICHAEL COVIN""",
" ""MARILYN ANNE LOSCO MICHAEL""",
" ""FRANK STEWART""",
" ""EVE IDA BARAK BRILES""",
" ""ROBERT GAINES CORLEY""",
" ""JOHN ALEX FLOYD JR.""",
" ""DAVID P. SCHROEDER""",
" ""WAYNE SIDES""",
" ""SONNY BREWER""",
" ""GREG H. FRITH""",
" ""JOSEPH BENTON HOWELL""",
" ""NAN ELIZABETH WOODRUFF""",
" ""AL BROWNING""",
" ""HARRIET E. AMOS DOSS""",
" ""RANDALL GREGORY HOLCOMBE""",
" ""LINDA S. HOWINGTON""",https://en.wikipedia.org/wiki/Linda_Howard
" ""MICHAEL McDOWELL""",https://en.wikipedia.org/wiki/Michael_McDowell_(author)
" ""WAYNE DOUGLAS RUPLE""",
" ""ZEBULON VANCE WILSON""",
" ""JOHN MORGAN DEDERER""",
" ""DEBORAH E. MCDOWELL""",
" ""STEVEN FORD BROWN""",
" ""JOHN COTTLE""",
" ""JAMES R. HANSEN""",
" ""THERON EARLE MONTGOMERY III""",
" ""AMOS JASPER WRIGHT III""",
" ""JAMES THOMAS VOLZ""",
" ""JOHN LEE JR. ARMSTRONG""",
" ""GEORGE E. SIMS""",
" ""WAYNE WOOD""",
" ""PAUL ALEXANDER""",
" ""TOMMY FORD""",
" ""JOHN JEFFERSON HUMPHRIES""",
" ""ADAMS FRAZER HUDSON""",
" ""ANDY ANDREWS""",https://en.wikipedia.org/wiki/Andy_Andrews
" ""GLENN FELDMAN""",
" ""KIRK CURNUTT""",
" ""BETSY BARBER BANCROFT""",
" ""ALLEN BARRA""",
" ""EDWARD YOUNG McMORRIES”",
" ""JOHN ALLEN WYETH”",
" ""BENJAMIN FRANKLIN RILEY""",
" ""ISLA MAY MULLINS”",
" ""THOMAS WAVERLY PALMER”",
" ""JAMES JEFFERSON MAYFIELD”",
" ""THOMAS McADORY OWEN”",
" ""OLIVER DAY STREET”",
" ""JASPER LUTHER BEESON”",
" ""WILLIAM HOLCOMBE THOMAS”",
" ""THOMAS ADKINS STREET”",
" ""ANDREW M. McCONNELL”",
" ""JOHN HENRY WALLACE JR.""",
" ""SAMUEL WALKER CATTS”",
" ""GERTRUDE WOOLLEY ROTH”",
" ""WAVERLY TURNER CARMICHAEL”",
" ""ELIZABETH HOUSTON WINSTON SHEEHAN""",
" ""PETER ALEXANDER BRANNON”",
" ""HOLLAND McTYEIRE SMITH”",
" ""MARION ELIAS LAZENBY”",
" ""J. HADEN ALLDREDGE”",
" ""MAUD McLURE KELLY”",
" ""IONE CROWE GUERARD”",
" ""EDDIE BELL ROZELLE”",
" ""FRANCES E. YOUNGBLOOD”",
" ""FANNIE LEE MCCONDICHIE THOMPSON”",
" ""OMER CARMICHAEL”",
" ""SIMON JACOB SMITH”",
" ""MARGARET ALISON JOHANSEN”",
" ""OTIS E. KIRBY”",
" ""MINNIE CLARE BOYD”",
" ""THAD HOLT”",
" ""ADDIE LEE HIGGINS”",
" ""JELKS BARKSDALE"" Fernbank",
" ""JAMES RUSSELL McELROY”",
" ""JAMES OLIVER WINTZELL”",
" ""PEARL MAGNEASE ROGERS TIDWELL”",
" ""HERSCHEL HAROLD HOBBS”",
" ""ADRIAN RODERICK CURRY",
" ""ALTON LAMBERT SR.”",
" ""MALCOLM COOK McMILLAN”",
" ""IRMA BELLE RUSSELL CRUSE”",
" ""VERN SCOTT”",
" ""REX ALLWIN TURNER SR.”",
" ""MARGARET TURNER STEWART”",
" ""RALPH D. HIGGINBOTHAM”",
" ""HOYT MITCHELL WARREN”",
" ""HELEN MORGAN AKENS”",
" ""DAVID PIERCE MASON”",
" ""VIRGINIA FERGUSON FARNELL""",
" ""MARIE HAM GODFREY”",
" ""DOROTHY DEAN FREE GENTRY""",
" ""WILLIAM LAVENDER”",
" ""CHARLES E. BOYD",
" ""LEE NORCROSS ALLEN”",
" ""WALLACE LAMAR BROWN”",
"""MARIE ROBERTS CHRISTIAN”",
" ""MARY IMOGENE HARRIS”",
" ""INA FINCHER LOWRY”",
" ""WINFRED GENE SANDLIN""",
" ""RUTH E. ROMINE TEAFORD”",
" ""HARRY VOLLIE BARNARD""",
" ""WILLIAM WARREN ROGERS”",
" ""LAMBERT C. MIMS”",
" ""WILLIE HOWARD MAYS”",
" ""BILLY G. TUBBS""",
" ""VIRGINIA ODEN FOSCUE""",
" ""CARLTON LUTHER JACKSON”",
" ""JOAB LANGSTON THOMAS”",
" ""JERRY FRANK BARTLETT”",
" ""BOBBY JOE SEALES""",
" ""TRUDIER HARRIS""",https://en.wikipedia.org/wiki/Trudier_Harris
" ""ROBERT JEFFERSON NORRELL""",
ALBERT A. MULLER,
ALBERT JAMES PICKETT,https://en.wikipedia.org/wiki/Albert_J._Pickett
CHARLES THEODORE MOHR,
VIRGINIA CAROLINE TUNSTALL CLAY-CLOPTON,
TIMOTHY HORTON BALL,
WILLIAM LE ROY BROUN,
HILARY ABNER HERBERT,https://en.wikipedia.org/wiki/Hilary_A._Herbert
WILLIAM CHRISTOPHER JORDAN,
JOHN MASSEY,
ALBERT ALEXANDER McGREGOR,
JOHN WITHERSPOON DuBOSE,
JOSEPH WHEELER,https://en.wikipedia.org/wiki/Joseph_Wheeler
WILLIAM WALLACE SCREWS,
WILLIAM ROBERT HOUGHTON,
L.C. WOOSTER,
ROBERT EMORY PARK,
THADDEUS CONSTANTINE WILLIS BREWER,
MITCHELL BENNETT HOUGHTON,
EDWARD YOUNG McMORRIES,
JOHN ALLEN WYETH,
TRUMAN HEMINWAY ALDRICH,
BENJAMIN FRANKLIN RILEY,
LYDIA JANE NEWCOMB COMINGS,
PATRICK HUES MELL,
LAWRENCE DEAN MILLER,
CHARLES MINNIEGRODE BECKWITH,
THOMAS CHALMERS McCORVEY,
ANNA MARIA GAYLE FRY,
JOEL CAMPBELL DuBOSE,
JAMES HUGH BLAIR HALL,
WILLIAM HERSCHEL BRUCE,
JESSE TALBOT LITTLETON,
CHARLES HENRY DICKINSON,
LOUISE MANLY,
RUFUS R. WYATT,
JOHN WILLIAM BEVERLY,
KATE SLAUGHTER McKINNEY,
WINFIELD HENRY MIXON,
ISLA MAY MULLINS,
ALEATHEA THOMPSON COBBS,
THOMAS WAVERLY PALMER,
JAMES JEFFERSON MAYFIELD,
HERBERT BEMERTON BATTLE,
WALLACE JEROME CHAMBERS,
PAUL VERNON BOMAR,
JAMES ALEXANDER BRYAN,
CHARLES BUTTS,
FREDERIC BACON CULLENS,
DANIEL ARTHUR GREENE,
MICHAEL S. KENNY,
CLARENCE OUSLEY,
AMELIE LOUISE RIVES,https://en.wikipedia.org/wiki/Amélie_Rives_Troubetzkoy
CHARLES P. SMITH,
WILLIAM PHILIP SPRATLING,
GEORGE WILLIAM BROCK,
GEORGE WASHINGTON CARVER,https://en.wikipedia.org/wiki/George_Washington_Carver
WILLIAM JOSEPH DANGAIX,
MARIETTA LOUISE PIERCE JOHNSON,
KATE MAYHEW SPEAKE PENNY,
MARY ELIZABETH RUSSELL BEDDOW,
JOHN MATTHEWS MANLY,
THOMAS McADORY OWEN,
OLIVER DAY STREET,
MONROE NATHAN WORK,https://en.wikipedia.org/wiki/Monroe_Work
ELIZABETH BURFORD BASHINSKY,
JASPER LUTHER BEESON,
EDGAR OLIVER McCORD,
WIGHTMAN FLETCHER MELTON,
ROBERT RUSSA MOTON,https://en.wikipedia.org/wiki/Robert_Russa_Moton
WILLIAM HOLCOMBE THOMAS,
WALTER CLAIBORNE WHITAKER,
LUTHER ALLEN CONNELL,
HENRY PEDER LODING,
EDGAR GARDNER MURPHY,https://en.wikipedia.org/wiki/Edgar_Gardner_Murphy
MARIE BANKHEAD OWEN,
GEORGE IRVING ADAMS,
LEVI ELDER BARTON,
WALTER RICHARD CRANE,
MILDRED REYNOLDS SAFFOLD,
WILL IRVIN MARTIN,
"JOHN RANDOLPH HORNADY, JR.",
ARTHUR HOLMES HOWELL,
